question,document,score,reasoning
What’s a quick dessert I can make in about 20 minutes with lemon cake mix and eggs?,337,good,"The AI response matches the ground truth recipe: it identifies Easy Lemon Cookies, gives the correct total time, core ingredients including lemon cake mix and eggs, and the basic method and bake time. Minor omission of exact quantities is acceptable since the user asked for a quick dessert idea, not a full precise recipe."
"I have salmon and a lemon, and I need a quick 30-minute dinner that's healthy but still flavorful — any easy recipe ideas?",338,good,"The AI answer matches the ground truth recipe closely: same recipe name, total time, servings, ingredients, and directions, and it addresses the user's need for a quick, healthy, flavorful salmon dinner with lemon. No key information is missing or incorrect."
What’s a quick 25-minute side dish for Swiss chard and Parmesan?,339,good,"The AI answer identifies the correct recipe name, matches the requested quick 25-minute side dish, and includes the key ingredients and serving/time information. It doesn’t list every ingredient or the full directions, but it conveys the core recipe correctly."
"Need a quick 5-minute cocktail recipe with whiskey, bitters, and a little sugar?",340,good,"The AI answer matches the ground truth recipe: it identifies the Old Fashioned Cocktail, includes whiskey, bitters, and sugar, and states a 5-minute time. The ingredients and directions are consistent with the original, with only minor formatting differences and no meaningful omissions."
Quick 15-minute aioli recipe with garlic and lemon?,342,good,"The AI answer matches the requested quick 15-minute aioli recipe with garlic and lemon. It includes the correct total time, key ingredients, and directions consistent with the ground truth. Minor wording differences and the optional extra note do not affect correctness."
"I have flour, sugar, butter, and some lemons — what’s a quick lemon scone recipe I can make in under an hour?",343,bad,"The AI answer does not provide a recipe or any relevant guidance. It completely fails to answer the user's request for a quick lemon scone recipe under an hour, so it does not match the ground truth at all."
Quick 25-minute chicken dinner with lemon and garlic — what can I make?,345,good,"The AI recipe matches the ground truth recipe closely: same dish name, total time, servings, ingredients, and directions, including the lemon juice, garlic powder, and cooking steps. Minor formatting changes and added temperature note are consistent with the original. It fulfills the user's request for a quick 25-minute chicken dinner with lemon and garlic."
I have a bunch of ripe pears and want to make something sweet in about 40 minutes—any easy pear jam recipe?,347,good,"The AI answer matches the ground-truth pear jam recipe well: it gives the same total time (40 mins), same recipe name, ingredients, and essentially the same key directions including boiling, adding sugar, filling jars, and water-bath processing for 10 minutes. Minor wording differences and slight condensation are acceptable and do not change the recipe. It fulfills the user's request for an easy pear jam recipe."
I have cucumbers and lemons—what’s a refreshing drink recipe I can make in about 50 minutes?,348,good,"The AI recipe matches the ground truth closely: it identifies the same drink, uses the same core ingredients (water, sugar, cucumber, lemons), gives the same approximate total time (50 minutes), servings (4), and includes the same essential steps for simple syrup, cucumber juice extraction, and combining with lemon juice. No key information is missing or incorrect."
"Quick air fryer fish recipe with bread crumbs and lemon, ready in about 25 minutes?",349,good,"The AI response matches the ground truth recipe’s key details: air-fried crumbed fish, about 25 minutes total, uses bread crumbs and lemon, and cooks at 350°F for about 12 minutes. It includes the correct serving count and ingredients at a high level. No key information is missing or incorrect for the user’s request."
Need a quick peach dessert recipe I can make in about 45 minutes with fresh peaches and oats?,350,good,"The AI recipe matches the ground truth request: it identifies Mom’s Peach Crisp, states the total time as 45 minutes, and includes fresh peaches and oats. Even though the ingredient list is cut off, it is clearly aligned with the source recipe and answers the user’s request."
